"識別碼","CHINESE","TAIWANESE","ForPA","TLPA"
28969,"倒仰","反抾笑","bing4-kierh7-cier3","ping2-khioh4-chio3"
28970,"倒仰","向身","hiann3-sin1","hiann3-sin1"
28971,"倒仰","倒向天","der3-hiang3-ten1","to3-hiang3-thian1"
28972,"倒仰","倒笑天","der3-cier3-tinn1","to3-chio3-thinn1"
28973,"倒仰","倒腰","der4-ier1","to2-io1"
28974,"倒仰","倒摔向","der3-siang3-hiang3","to3-siang3-hiang3"
28975,"倒仰","摔跋坐","siang3-buah6-ze2","siang3-puah8-ce7"
28976,"倒仰八叉","倒摔向","der3-siang3-hiang3","to3-siang3-hiang3"
28977,"倒吊","吊倒頭","diau3-der3-tau5","tiau3-to3-thau5"
28978,"倒吊","倒吊","der3-diau3","to3-tiau3"
28979,"倒吊","倒頭吊","der3-tau5-diau3","to3-thau5-tiau3"
28980,"倒吊金鐘","天花","ten1-hua1","thian1-hua1"
28981,"倒吊金鐘","倒吊金鐘","der3-diau3-gim1-zing1","to3-tiau3-kim1-cing1"
28982,"倒吃甘蔗","甘蔗老頭甜","gam1-zia3-lau2-tau5-dinn1","kam1-cia3-lau7-thau5-tinn1"
28983,"倒地柃","白花草","beh6-hue1-cau4","peh8-hue1-chau2"
28984,"倒地柃","虎燈籠","ho4-ding1-lang4","hoo2-ting1-lang2"
28985,"倒地柃","風船葛","hong1-zun5-guah7","hong1-cun5-kuah4"
28986,"倒地柃","倒地柃","der4-de2-ling5","to2-te7-ling5"
28987,"倒地柃","假苦瓜","ge4-ko4-gue1","ke2-khoo2-kue1"
28988,"倒地柃","燈籠花","ding1-na5-hue1","ting1-na5-hue1"
28989,"倒地蜈蚣","四角銅鐘","si3-gak7-dang5-zing1","si3-kak4-tang5-cing1"
28990,"倒地蜈蚣","釘地蜈蚣","ding3-de2-ghia5-gang1","ting3-te7-gia5-kang1"
28991,"倒行逆施","春牛gan4逆天","cun1-ghu5-gan4-geh6-tinn1","chun1-gu5-kan2-keh8-thinn1"
28992,"倒行逆施","溪水倒頭流","ke1-zui4-der3-tau5-lau5","khe1-cui2-to3-thau5-lau5"
28993,"倒車","倒車","dau4-cia1","tau2-chia1"
28994,"倒車","倒退車","der3-te3-cia1","to3-the3-chia1"
28995,"倒車","倒攄車","der3-lu1-cia1","to3-lu1-chia1"
28996,"倒車","駛倒退","sai4-der3-te3","sai2-to3-the3"
28997,"倒刺","指甲扦","zng4-gah7-cuann1","cng2-kah4-chuann1"
28998,"倒刺","倒鉤齒","der3-gau1-ki4","to3-kau1-khi2"
28999,"倒刺","裂扦","liah7-cuann1","liah4-chuann1"
29000,"倒垃圾","倒垃圾仔","der3-lah7-sap7-a4","to3-lah4-sap4-a2"
29001,"倒垃圾","摒糞埽","biann3-bun3-ser3","piann3-pun3-so3"
29002,"倒流","反流","huan4-lau5","huan2-lau5"
29003,"倒流","流泍","lau5-bun2","lau5-pun7"
29004,"倒胃口","反胃","bing4-ui2","ping2-ui7"
29005,"倒胃口","喙起凊","cui3-ki4-cin3","chui3-khi2-chin3"
29006,"倒胃口","飽閣飫","ba4-gerh7-ui3","pa2-koh4-ui3"
29007,"倒胃口","飫","ui3","ui3"
29008,"倒胃口","飫喙","ui3-cui3","ui3-chui3"
29009,"倒栽蔥","凹頭栽","tap7-tau5-zai1","thap4-thau5-cai1"
29010,"倒栽蔥","凹頭推","tap7-tau5-cia1","thap4-thau5-chia1"
29011,"倒栽蔥","倒頭栽","der3-tau5-zai1","to3-thau5-cai1"
29012,"倒栽蔥","頭倒栽","tau5-der3-zai1","thau5-to3-cai1"
29013,"倒退","倒退","der3-te3","to3-the3"
29014,"倒退","倒攄","der3-lu1","to3-lu1"
29015,"倒酒","倒酒","der3-ziu4","to3-ciu2"
29016,"倒酒","滕酒","tin5-ziu4","thin5-ciu2"
29017,"倒帶","倒帶","dau4-dua3","tau2-tua3"
29018,"倒帶","倒絞帶","der3-ga4-dua3","to3-ka2-tua3"
29019,"倒帳","冇數","pann3-siau3","phann3-siau3"
29020,"倒推","倒踏","der3-dah6","to3-tah8"
29021,"倒敘","倒插筆","der3-cah7-bit7","to3-chah4-pit4"
29022,"倒產","倒頭生","der3-tau5-senn1","to3-thau5-senn1"
29023,"倒閉","倒店","der4-diam3","to2-tiam3"
29024,"倒閉","倒擔","der4-dann3","to2-tann3"
29025,"倒插門","插犁尾","cah7-le5-bhue4","chah4-le5-bue2"
29026,"倒著","坦倒","tan4-der4","than2-to2"
29027,"倒著","倒落","der4-lerh6","to2-loh8"
29028,"倒著走","行倒退","giann5-der3-te3","kiann5-to3-the3"
29029,"倒著走","倒退行","der3-te3-giann5","to3-the3-kiann5"
29030,"倒貼","合掛","gah7-gua3","kah4-kua3"
29031,"倒貼","食家己","ziah6-ga1-gi2","ciah8-ka1-ki7"
29032,"倒貼","貼錢二","tiap7-zinn5-ri2","thiap4-cinn5-ji7"
29033,"倒貼","倒貼","der3-tiap7","to3-thiap4"
29034,"倒貼","倒塌","der3-tap7","to3-thap4"
29035,"倒陽","倒陽","der4-iang5","to2-iang5"
29036,"倒債","倒數","der4-siau3","to2-siau3"
29037,"倒嗓","失音","sit7-im1","sit4-im1"
29038,"倒嗓","失聲","sit7-siann1","sit4-siann1"
29039,"倒嗓","倒聲","der4-siann1","to2-siann1"
29040,"倒嗓","敗聲","bai2-siann1","pai7-siann1"
29041,"倒嗓","無聲","bher5-siann1","bo5-siann1"
29042,"倒路死","半路死","buann3-lo2-si4","puann3-loo7-si2"
29043,"倒路死","路旁屍","lo2-bong5-si1","loo7-pong5-si1"
29044,"倒運","倒運","der4-un2","to2-un7"
29045,"倒鉤","倒鉤齒","der3-gau1-ki4","to3-kau1-khi2"
29046,"倒鉤","釣齒","dier3-ki4","tio3-khi2"
29047,"倒蓋","倒勘","der3-kam3","to3-kham3"
29048,"倒蓋","倒蓋","der3-kap7","to3-khap4"
29049,"倒影","倒照影","der3-zier3-iann4","to3-cio3-iann2"
29050,"倒數","尾仔算來","bhue4-a4-sng3-lai5","bue2-a2-sng3-lai5"
29051,"倒數","顛倒頭算","den1-der3-tau5-sng3","tian1-to3-thau5-sng3"
29052,"倒數第二","尾二名","bhue4-ri2-mia5","bue2-ji7-mia5"
29053,"倒豎蜻蜓","徛屍騰","kia2-si1-ting5","khia7-si1-thing5"
29054,"倒賬","倒人e5錢","der4-lang5-e5-zinn5","to2-lang5-e5-cinn5"
29055,"倒賬","倒數","der4-siau3","to2-siau3"
29056,"倒踏門","插犁尾","cah7-le5-bhue4","chah4-le5-bue2"
29057,"倒霉","歹字運","pai4-ri2-un2","phai2-ji7-un7"
29058,"倒霉","歹運","painn4-un2","phainn2-un7"
29059,"倒霉","衰","sue1","sue1"
29060,"倒霉","衰尾","sue1-bhue4","sue1-bue2"
29061,"倒霉","衰韶","sue1-siau5","sue1-siau5"
29062,"倒霉","衰bhai4","sue1-bhai4","sue1-bai2"
29063,"倒霉","著衰","dierh6-sue1","tioh8-sue1"
29064,"倒霉","落災","lerh6-ze1","loh8-ce1"
29065,"倒霉","落衰","lerh6-sue1","loh8-sue1"
29066,"倒霉到家","衰拄衰","sue1-du4-sue1","sue1-tu2-sue1"
29067,"倒霉相","衰面衰面","sue1-bhin2-sue1-bhin2","sue1-bin7-sue1-bin7"
29068,"倒霉相","頭殼尖尖","tau5-kak7-ziam1-ziam1","thau5-khak4-ciam1-ciam1"
29069,"倒霉鬼","白跤蹄","beh6-ka1-de5","peh8-kha1-te5"
29070,"倒霉鬼","衰人","sue1-lang5","sue1-lang5"
29071,"倒霉鬼","衰尾道人","sue1-bhue4-der2-rin5","sue1-bue2-to7-jin5"
29072,"倒霉鬼","揜尾狗仔","iap7-bhue4-gau4-a4","iap4-bue2-kau2-a2"
29073,"倒霉透頂","七拄八毋著","cit7-du4-beh7-m2-dierh6","chit4-tu2-peh4-m7-tioh8"
29074,"倒霉透頂","串拄老古石","cuan3-du4-lau2-go4-zierh6","chuan3-tu2-lau7-koo2-cioh8"
29075,"倒霉透頂","人若衰","lang5-na2-sue1","lang5-na7-sue1"
29076,"倒霉透頂","種匏仔生菜瓜","zing3-bu5-a4-senn1-cai3-gue1","cing3-pu5-a2-senn1-chai3-kue1"
29077,"倒霉透頂","未落湳先食落湳米","bhue2-lerh6-lam3-sing1-ziah6-lerh6-lam3-bhi4","bue7-loh8-lam3-sing1-ciah8-loh8-lam3-bi2"
29078,"倒霉透頂","狼狽衰","liong5-bue2-sue1","liong5-pue7-sue1"
29079,"倒霉透頂","衰佫呸喙瀾予雞食","sue1-gah7-pui3-cui3-nua2-ho2-ge1-ziah6","sue1-kah4-phui3-chui3-nua7-hoo7-ke1-ciah8"
29080,"倒霉透頂","雞都會毒死","ge1-der1-e2-tau2-si4","ke1-to1-e7-thau7-si2"
29081,"倒霉透頂","衰佫極角","sue1-gah7-gik6-gak7","sue1-kah4-kik8-kak4"
29082,"倒霉透頂","衰佫落頭毛","sue1-gah7-lak7-tau5-mng5","sue1-kah4-lak4-thau5-mng5"
29083,"倒霉透頂","衰佫頭殼滴鳥屎","sue1-gah7-tau5-kak7-dih7-ziau4-sai4","sue1-kah4-thau5-khak4-tih4-ciau2-sai2"
29084,"倒霉透頂","衰佫夯轎","sue1-gah7-ghia5-gier2","sue1-kah4-gia5-kio7"
29085,"倒霉運","衰運","sue1-un2","sue1-un7"
29086,"倒霉運","bhai4運","bhai4-un2","bai2-un7"
29087,"倒頭大睡","摔大眠","siang3-dua2-bhin5","siang3-tua7-bin5"
29088,"倒頭飯","跤尾飯","ka1-bhue4-bng2","kha1-bue2-png7"
29089,"倒頭飯","凊糜","cin3-bhe5","chin3-be5"
29090,"倒頭經","跤尾經","ka1-bhue4-ging1","kha1-bue2-king1"
29091,"倒翻","倒反","der3-bing4","to3-ping2"
29092,"倒翻觔斗","倒拋獅","der3-pa1-sai1","to3-pha1-sai1"
29093,"倒懸","倒吊","der3-diau3","to3-tiau3"
29094,"倒灌","倒激","der3-gik7","to3-kik4"
29095,"倔強","倔強","kut7-giong5","khut4-kiong5"
29096,"倔強","偏強","pen1-giong4","phian1-kiong2"
29097,"倔強","強","giunn2","kiunn7"
29098,"倔強","強骨","giunn2-gut7","kiunn7-kut4"
29099,"倔強","強癖","giunn2-piah7","kiunn7-phiah4"
29100,"倔強","滾強","gun3-giong2","kun3-kiong7"
29101,"倔強","矯強","giau4-giong4","kiau2-kiong2"
29102,"倔頭倔腦","土公直","to4-gong1-dit6","thoo2-kong1-tit8"
29103,"倨傲","激屎","gik7-sai4","kik4-sai2"
29104,"俱全","齊全","ziau5-zng5","ciau5-cng5"
29105,"個子","骨塊","gut7-de3","kut4-te3"
29106,"個把月","月捅日","ghueh6-tong4-rit6","gueh8-thong2-jit8"
29107,"個把月","成個月","ziann5-ger3-ghueh6","ciann5-ko3-gueh8"
29108,"個性","性地","sing3-de2","sing3-te7"
29109,"個性","性癖","sing3-piah7","sing3-phiah4"
29110,"個性","個性","ger3-sing3","ko3-sing3"
29111,"個性","癖","piah7","phiah4"
29112,"個性","癖片","piah7-pinn3","phiah4-phinn3"
29113,"個性","癖性","piah7-sing3","phiah4-sing3"
29114,"個個","個個","ger5-ger5","ko5-ko5"
29115,"候缺","候缺","hau2-kueh7","hau7-khueh4"
29116,"候缺","等缺","dan4-kueh7","tan2-khueh4"
29117,"候教","當等","dng1-dan4","tng1-tan2"
29118,"候鳥","過冬鳥","ge3-dang1-ziau4","ke3-tang1-ciau2"
29119,"候補","塌空","tap7-kang1","thap4-khang1"
29120,"倘使","設使","set7-su4","siat4-su2"
29121,"修仙","煉仙","len2-sen1","lian7-sian1"
29122,"修正","修削","siu1-siah7","siu1-siah4"
29123,"修行","修行","siu1-hing2","siu1-hing7"
29124,"修改","修改","siu1-gai4","siu1-kai2"
29125,"修改","修削","siu1-siah7","siu1-siah4"
29126,"修理","打揲","dann4-diap6","tann2-tiap8"
29127,"修補","補搭","bo4-dah7","poo2-tah4"
29128,"修飾","修削","siu1-siah7","siu1-siah4"
29129,"修養","函養","ham5-iong4","ham5-iong2"
29130,"修養","修養","siu1-iong4","siu1-iong2"
29131,"修整","修整","siu1-zing4","siu1-cing2"
29132,"修橋舖路","舖橋造路","po1-gier5-zer2-lo2","phoo1-kio5-co7-loo7"
29133,"修繕","補剔","bo4-tak7","poo2-thak4"
29134,"修繕","補搭","bo4-dah7","poo2-tah4"
29135,"修繕房屋","創厝","cong3-cu3","chong3-chu3"
29136,"倭寇","倭","e1","e1"
29137,"倭寇","矮奴","e4-lo5","e2-loo5"
29138,"倭寇","矮寇","e4-ko3","e2-khoo3"
29139,"倉皇","生狂","cinn1-gong5","chinn1-kong5"
29140,"倉皇","倉磅","cong1-bong2","chong1-pong7"
29141,"倉皇","慌狂","hiong1-gong5","hiong1-kong5"
29142,"倉庫","倉庫","cng1-ko3","chng1-khoo3"
29143,"倉庫","棧間","zan3-ging1","can3-king1"
29144,"倉惶","青踖","cenn1-zerh6","chenn1-coh8"
29145,"倉頡","倉頡","cong1-ket7","chong1-khiat4"
29146,"兼併","吞占","tun1-ziam3","thun1-ciam3"
29147,"兼祧","按雙祧","huann2-siang1-tiau2","huann7-siang1-thiau7"
29148,"兼祧","兼祧","giam1-tiau2","kiam1-thiau7"
29149,"兼職","含塊做","gann5-de3-zer3","kann5-te3-co3"
29150,"兼職","兼塊做","giam1-de3-zer3","kiam1-te3-co3"
29151,"兼職","兼職","giam1-zit7","kiam1-cit4"
29152,"冤大頭","宋盼","song3-pan3","song3-phan3"
29153,"冤仇","冤仇","uan1-siu5","uan1-siu5"
29154,"冤仇","un4痀e5泅水","un4-gu1-e5-siu5-zui4","un2-ku1-e5-siu5-cui2"
29155,"冤仇","彎泅","uan1-siu5","uan1-siu5"
29156,"冤有頭,-債有主","冤有頭","uan1-u2-tau5","uan1-u7-thau5"
29157,"冤有頭,-債有主","債有主","ze3-u2-zu4","ce3-u7-cu2"
29158,"冤有頭,-債有主","對頭有主","dui3-tau5-iu4-zu4","tui3-thau5-iu2-cu2"
29159,"冤屈","枉屈","ong4-kut7","ong2-khut4"
29160,"冤屈","冤屈","uan1-kut7","uan1-khut4"
29161,"冤枉","拗屈","au4-ut7","au2-ut4"
29162,"冤枉","枉屈","ong4-kut7","ong2-khut4"
29163,"冤枉","冤枉","uan1-ong4","uan1-ong2"
29164,"冤枉好人","枉屈人偷提古井","ong4-kut7-lang5-tau1-teh6-go4-zenn4","ong2-khut4-lang5-thau1-theh8-koo2-cenn2"
29165,"冤枉好人","枉屈觀音媽偷食蝦仔鮭","ong4-kut7-guan1-im1-ma4-tau1-ziah6-he5-a4-ge5","ong2-khut4-kuan1-im1-ma2-thau1-ciah8-he5-a2-ke5"
29166,"冤枉好人","歪人屈人","uai1-lang5-kut7-lang5","uai1-lang5-khut4-lang5"
29167,"冤枉好人","冤枉好人","uan1-ong4-her4-lang5","uan1-ong2-ho2-lang5"
29168,"冤家冤家","前世無相欠債","zing5-si3-bher5-sier1-kiam3-ze3","cing5-si3-bo5-sio1-khiam3-ce3"
29169,"冤家冤家","這世袂做夫妻","zit7-si3-bhe2-zer3-hu1-ce1","cit4-si3-be7-co3-hu1-che1"
29170,"冤家冤家","翁某是相欠債","ang1-bho4-si2-sier1-kiam3-ze3","ang1-boo2-si7-sio1-khiam3-ce3"
29171,"冤家冤家","無冤無家","bher5-uan1-bher5-ge1","bo5-uan1-bo5-ke1"
29172,"冤家冤家","不成夫妻","but7-sing5-hu1-ce1","put4-sing5-hu1-che1"
29173,"冤家冤家","尪某是相欠債","ang1-bho4-si2-sier1-kiam3-ze3","ang1-boo2-si7-sio1-khiam3-ce3"
29174,"冤家路窄","冤家路頭阨","uan1-ge1-lo2-tau5-eh6","uan1-ke1-loo7-thau5-eh8"
29175,"冤家路窄","海水闊闊","hai4-zui4-kuah7-kuah7","hai2-cui2-khuah4-khuah4"
29176,"冤家路窄","船頭也會相拄著","zun5-tau5-ia2-e2-sier1-du4-dierh6","cun5-thau5-ia7-e7-sio1-tu2-tioh8"
29177,"冤魂","冤鬼","uan1-gui4","uan1-kui2"
29178,"冤魂","冤魂","uan1-hun5","uan1-hun5"
29179,"冥衣","供衣","ging1-i1","king1-i1"
29180,"冥衣","供衣紙","ging1-i1-zua4","king1-i1-cua2"
29181,"冥衣","紙衫","zua4-sann1","cua2-sann1"
29182,"冥冥中自有貴人","青瞑有目金通牽","cenn1-me5-u2-bhak6-gim1-tang1-kan1","chenn1-me5-u7-bak8-kim1-thang1-khan1"
29183,"冥冥中自有貴人","帶暗貴","dai3-am3-gui3","tai3-am3-kui3"
29184,"冥紙","死人錢","si4-lang5-zinn5","si2-lang5-cinn5"
29185,"冥紙","金","gim1","kim1"
29186,"冥紙","金紙","gim1-zua4","kim1-cua2"
29187,"冥紙","金銀紙","gim1-ghin5-zua4","kim1-gin5-cua2"
29188,"冥紙","紙錢","zua4-zinn5","cua2-cinn5"
29189,"冥紙","鬼仔錢","gui4-a4-zinn5","kui2-a2-cinn5"
29190,"冥紙","陰陽紙","im1-iong5-zua4","im1-iong5-cua2"
29191,"冥紙","銀紙","ghin5-zua4","gin5-cua2"
29192,"冥紙爐","金爐","gim1-lo5","kim1-loo5"
29193,"冥財","冥財","bhing5-zai5","bing5-cai5"
29194,"冥財","庫錢","ko3-zinn5","khoo3-cinn5"
29195,"冥婚","娶香火","cua2-hiunn1-hue4","chua7-hiunn1-hue2"
29196,"冥婚","娶神主牌","cua2-sin5-zu4-bai5","chua7-sin5-cu2-pai5"
29197,"冥頑","甕籠","ang3-lang4","ang3-lang2"
29198,"冥頑不靈","固執","go3-zip7","koo3-cip4"
29199,"冥頑不靈","狗食秫米","gau4-ziah6-zut6-bhi4","kau2-ciah8-cut8-bi2"
29200,"冥頑不靈","死無變","si4-bher5-ben3","si2-bo5-pian3"
29201,"冥頑不靈","番","huan1","huan1"
29202,"冥頑不靈","愚圖","ghu5-du5","gu5-tu5"
29203,"冥頑不靈","腹肚袂翻推","bak7-do4-bhe2-huan1-cia1","pak4-too2-be7-huan1-chia1"
29204,"冥頑不靈","頑柴頭","bhan5-ca5-tau5","ban5-cha5-thau5"
29205,"冥頑不靈","講佫捌","gong4-gah7-bhat7","kong2-kah4-bat4"
29206,"冥頑不靈","目眉好扑結","bhak6-bhai5-her4-pah7-gat7","bak8-bai5-ho2-phah4-kat4"
29207,"冥頑不靈","蠻柴頭","bhan5-ca5-tau5","ban5-cha5-thau5"
29208,"冥頑不靈","癗堆","lui1-dui1","lui1-tui1"
29209,"冥頑不靈","戇霸霸","ghong2-ba3-ba3","gong7-pa3-pa3"
29210,"冥壽","愍忌","bhen4-gi2","bian2-ki7"
29211,"凍","凍","dang3","tang3"
29212,"凍","ghan3","ghan3","gan3"
29213,"凍死","寒死","guann5-si4","kuann5-si2"
29214,"凍結","堅凍","gen1-dang3","kian1-tang3"
29215,"凍結價格","結死價","gat7-si4-ge3","kat4-si2-ke3"
29216,"凍瘡","凍趾","dang3-zi4","tang3-ci2"
29217,"凍斃","寒死","guann5-si4","kuann5-si2"
29218,"凌虐","凌遲","ling5-di2","ling5-ti7"
29219,"凌虐","凌轢","ling5-lik6","ling5-lik8"
29220,"凌辱","草踏","cau4-dah6","chau2-tah8"
29221,"凌辱","蹧躂","zau1-tat7","cau1-that4"
29222,"凌亂","茹絞絞","ri5-ga3-ga3","ji5-ka3-ka3"
29223,"凌厲","利劍劍","lai2-giam3-giam3","lai7-kiam3-kiam3"
29224,"凌霄花","凌霄花","ling5-siau1-hue1","ling5-siau1-hue1"
29225,"准保","包穩","bau1-un4","pau1-un2"
29226,"准保","保領","ber4-nia4","po2-nia2"
29227,"准許","允准","in4-zun4","in2-cun2"
29228,"准許","准","zun4","cun2"
29229,"准許","容允","iong5-un4","iong5-un2"
29230,"准許","許可","hi4-ker4","hi2-kho2"
29231,"准聽不准說","有耳無喙","u2-hinn2-bher5-cui3","u7-hinn7-bo5-chui3"
29232,"凋謝","老去","lau2-ki3","lau7-khi3"
29233,"凋謝","凋謝","diau1-sia2","tiau1-sia7"
29234,"凋謝","謝","sia2","sia7"
29235,"凋謝","蔫","len1","lian1"
29236,"凄","淒","ci1","chi1"
29237,"剖析","分拆","hun1-tiah7","hun1-thiah4"
29238,"剖腹生產","抱生","per2-senn1","pho7-senn1"
29239,"剔牙","托喙齒","tuh7-cui3-ki4","thuh4-chui3-khi2"
29240,"剔牙","剔喙齒","tak7-cui3-ki4","thak4-chui3-khi2"
29241,"剔牙垢","托喙齒瘍","tuh7-cui3-ki4-siunn5","thuh4-chui3-khi2-siunn5"
29242,"剛才","拄才","du4-ziah7","tu2-ciah4"
29243,"剛才","拄仔","du4-a4","tu2-a2"
29244,"剛才","頭先","tau5-sing1","thau5-sing1"
29245,"剛才","頭拄才","tau5-du4-ziah7","thau5-tu2-ciah4"
29246,"剛才","頭拄仔","tau5-du4-a4","thau5-tu2-a2"
29247,"剛才","頭陣仔","tau5-zun2-a4","thau5-cun7-a2"
29248,"剛才","纔頭","cim4-tau5","chim2-thau5"
29249,"剛巧","拄巧","du4-ka4","tu2-kha2"
29250,"剛巧","抵好","du4-her4","tu2-ho2"
29251,"剛好","抵好","du4-her4","tu2-ho2"
29252,"剛竹","苦竹","ko4-dik7","khoo2-tik4"
29253,"剛竹","皺竹","riau5-dik7","jiau5-tik4"
29254,"剛直","土直","to4-dit6","thoo2-tit8"
29255,"剛直","硬性","nge2-sing3","nge7-sing3"
29256,"剛直","硬直","nge2-dit6","nge7-tit8"
29257,"剛剛","才才","ziah7-ziah7","ciah4-ciah4"
29258,"剛剛","拄拄","du4-du4","tu2-tu2"
29259,"剛剛","初初","co1-co1","choo1-choo1"
29260,"剛剛好","刺鞋合著跤","ciah7-e5-hah6-dierh6-ka1","chiah4-e5-hah8-tioh8-kha1"
29261,"剛剛好","抵抵好","du4-du4-her4","tu2-tu2-ho2"
29262,"剛剛走","拄才走","du4-ziah7-zau4","tu2-ciah4-cau2"
29263,"剛剛走","抵抵走","du4-du4-zau4","tu2-tu2-cau2"
29264,"剛剛走","纔纔走","cim4-cim4-zau4","chim2-chim2-cau2"
29265,"剛烈","熱","ret6","jiat8"
29266,"剛愎自用","死主","si4-zu4","si2-cu2"
29267,"剛愎自用","使硬鼻","sai4-ngi2-pinn2","sai2-ngi7-phinn7"
29268,"剛愎自用","家己想","ga1-gi2-siunn2","ka1-ki7-siunn7"
29269,"剛愎自用","家己著","ga1-gi2-dierh6","ka1-ki7-tioh8"
29270,"剛愎自用","掠硬鼻","liah6-ngi2-pinn2","liah8-ngi7-phinn7"
29271,"剛硬","儼硬","ghiam4-nge2","giam2-nge7"
29272,"剛腹自用","愚圖","ghu5-du5","gu5-tu5"
29273,"剝皮","剝皮","bak7-pue5","pak4-phue5"
29274,"剝皮","起皮","ki4-pue5","khi2-phue5"
29275,"剝皮","趕皮","guann4-pue5","kuann2-phue5"
29276,"剝皮","掰皮","beh7-pue5","peh4-phue5"
29277,"剝光光","剝光光","bak7-gng1-gng1","pak4-kng1-kng1"
29278,"剝光光","剝裼裼","bak7-teh7-teh7","pak4-theh4-theh4"
29279,"剝削","一隻牛剝雙領皮","zit6-ziah7-ghu5-bak7-siang1-nia4-pue5","cit8-ciah4-gu5-pak4-siang1-nia2-phue5"
29280,"剝削","剝地皮","bak7-de2-pue5","pak4-te7-phue5"
29281,"剝削","剝削","bak7-siah7","pak4-siah4"
29282,"剝削殆盡","地皮剝盡","de2-pue5-bak7-zin2","te7-phue5-pak4-cin7"
29283,"剝落","翹去","hiau3-ki3","hiau3-khi3"
29284,"剝落","翹殼","hiau3-kak7","hiau3-khak4"
29285,"剝落","甪去","lut7-ki3","lut4-khi3"
29286,"匪夷所思","予人想攏無","ho2-lang5-siunn2-long4-bher5","hoo7-lang5-siunn7-long2-bo5"
29287,"匪夷所思","仙想都想袂伸","sen1-siunn2-der1-siunn2-bhe2-cun1","sian1-siunn7-to1-siunn7-be7-chun1"
29288,"匪夷所思","仙想都想袂到","sen1-siunn2-der1-siunn2-bhe2-gau3","sian1-siunn7-to1-siunn7-be7-kau3"
29289,"匪夷所思","仙想都想袂曉","sen1-siunn2-der1-siunn2-bhe2-hiau4","sian1-siunn7-to1-siunn7-be7-hiau2"
29290,"匪首","土匪頭","to4-hui4-tau5","thoo2-hui2-thau5"
29291,"匪首","賊頭","cat6-tau5","chat8-thau5"
29292,"匪徒","土匪","to4-hui4","thoo2-hui2"
29293,"原木","柴箍","ca5-ko1","cha5-khoo1"
29294,"原主","本主","bun4-zu4","pun2-cu2"
29295,"原本","本成","bun4-ziann5","pun2-ciann5"
29296,"原本","本底","bun4-due4","pun2-tue2"
29297,"原本","本頂","bun4-ding4","pun2-ting2"
29298,"原本","生本","senn1-bun4","senn1-pun2"
29299,"原本","自本","zu2-bun4","cu7-pun2"
29300,"原本","自底","zu2-de4","cu7-te2"
29301,"原本","原本","ghuan5-bun4","guan5-pun2"
29302,"原本","舊底","gu2-de4","ku7-te2"
29303,"原汁","本身湯","bun4-sin1-tng1","pun2-sin1-thng1"
29304,"原汁","原汁","ghuan5-ziap7","guan5-ciap4"
29305,"原先","本常時","bun4-siang5-si5","pun2-siang5-si5"
29306,"原先","在頭","zai2-tau5","cai7-thau5"
29307,"原先","自早","zu2-za4","cu7-ca2"
29308,"原先","自底","zu2-de4","cu7-te2"
29309,"原先","原早","ghuan5-za4","guan5-ca2"
29310,"原先","原起先","ghuan5-ki4-sing1","guan5-khi2-sing1"
29311,"原先","當原初","dng1-ghuan5-co1","tng1-guan5-choo1"
29312,"原因","因由","in1-iu5","in1-iu5"
29313,"原因","因端","in1-duann1","in1-tuann1"
29314,"原因","底蒂","de4-di3","te2-ti3"
29315,"原因","底挓","de4-dierh7","te2-tioh4"
29316,"原因","原因","ghuan5-in1","guan5-in1"
29317,"原因","緣由","en5-iu5","ian5-iu5"
29318,"原地打轉","金龜遨","gim1-gu1-gher5","kim1-ku1-go5"
29319,"原地打轉","金龜踅","gim1-gu1-seh6","kim1-ku1-seh8"
29320,"原地打轉","遨","gher5","go5"
29321,"原地打轉","徛慎","kia2-sim2","khia7-sim7"
29322,"原地打轉","踅獅尾螺","seh6-sai1-bhue4-le5","seh8-sai1-bue2-le5"
29323,"原色","本色","bun4-sik7","pun2-sik4"
29324,"原色","原色","ghuan5-sik7","guan5-sik4"
29325,"原尾始末","頭來尾去","tau5-lai5-bhue4-ki3","thau5-lai5-bue2-khi3"
29326,"原形畢露","尻川頭幾枝毛嘛予人看現現","ka1-cng1-tau5-gui4-gi1-mng5-ma2-ho2-lang5-kuann3-hen2-hen2","kha1-chng1-thau5-kui2-ki1-mng5-ma7-hoo7-lang5-khuann3-hian7-hian7"
29327,"原來","本成","bun4-ziann5","pun2-ciann5"
29328,"原來","原本","ghuan5-bun4","guan5-pun2"
29329,"原來","原來","ghuan5-lai5","guan5-lai5"
29330,"原來","原底","ghuan5-de4","guan5-te2"
29331,"原來","原頭","ghuan5-tau5","guan5-thau5"
