"國語漢字","台語拼音","國語注釋"
"寬恕","kuan2-su3","原諒別人的過錯。"
"寬心","kuan2-sim1","放寬心情。"
"寬大為懷","kuan2-dai2-ui2-huai5","寬大的胸懷對待有過失的人。"
"寬度","kuan2-do2","寬的程度。"
"寬待","kuan2-tai2","寬大對待。"
"放寬","hong4-kuan1","控制由緊而鬆。"
"從寬處理","ziong2-kuan1-cu4-li4","不嚴厲、寬大地處理。"
"寬仔行","kuann2-a1-giann5","慢慢走。"
"寬仔是","kuann2-a1-si2","慢慢兒來。"
"寬仔食","kuann2-a1-ziah1","慢慢吃。"
"揚氣","iong3-ki3","得意的樣子。"
"趁着錢足揚","tan4-diorh3-zinn5-ziok1-iong2","賺了錢得意傲慢。"
"耀武揚威","iau3-bhu4-iong2-ui1","比喻得意誇張，向人示威的樣子。"
"揚言","(iong2/iang2)-ghen5","故意放言要採取某種行動。"
"揚名","iong2-mia5","聲名遠播。"
"表揚","biau1-iong5","稱讚傳揚。"
"宣揚","suan2-iong5","廣泛宣傳給眾人知道。"
"讚揚","zan4-iong5","稱道人家的長處或品德。"
"揚胡蠅","iann3-ho2-sin5","揮趕蒼蠅。"
"揚風","iann3-hong1","扇風。"
"棉襖","mi2-or4","棉質上衣。"
"棉花","mi2-hue1","棉的果實成熟，會自己綻裂，脹出絮狀的東西。"
"棉褲","mi2-ko3","棉質的褲子。"
"棉布","mi2-bo3","用棉花紡的線所織成的布。"
"棉被","mi2-pue2","棉質的被蓋。"
"棉紗","mi2-se1","棉花紡成的紗。"
"棉織品","mi2-zit1-pin4","用棉花原料織成的布料。"
"木棉","bhok3-mi5","長在熱帶，樹有七、八丈高，棉花只能塞在枕頭裏，鋪在棉衣裏，不能紡紗。"
"純棉","sun2-mi5","喻耐穿。"
"草棉","cau1-mi5","草本的棉花樹。"
"希望","hi2-bhang2","心裏想望。"
"希冀","hi2-gi3","希望得到。"
"希求","hi2-giu5","希望求得。"
"傷害","siong2-hai2","使身體感覺損害。"
"傷風","siong2-hong1","感冒。"
"傷寒","siong2-han5","因風寒引起的多種發熱的病。"
"傷腦筋","siong2-nau1-gin1","喻事情很麻煩，很費心思。"
"傷痕","siong2-hun5","傷疤、受傷痕迹。"
"傷口","siong2-kau4","口語說“孔嘴”（kang2-cui3）。"
"傷心","siong2-sim1","心中悲痛。"
"傷勢","siong2-se3","受傷的狀況。"
"傷神","siong2-sin5","傷心。"
"傷重","siong2-diong2","喻情況嚴重。"
"內傷","lai3-siong1","身體內受的傷。"
"受傷","siu3-siong1","遭受傷害。"
"傷無款","siunn2-bhor2-kuan4","不太像樣。"
"傷緊","siunn2-gin4","太快。"
"傷厚話","siunn2-gau3-ue2","過於多言。"
"操行","cor2-hing5","品行。"
"操守","cor2-siu4","口語音（cau2-siu4）；廉潔正直的品德。"
"情操","zing2-cor1","感情和思想綜合形成的心理狀態。"
"操演","cau2-en4","操練演習。"
"操勞","cau2-lor5","辛勞、費心思。"
"操練","cau2-len2","練習體力技能。"
"操心","cau2-sim1","勞費心力。"
"操場","cau2-(diunn5/dionn5)","操練場地。"
"操縱","cau2-ziong3","控制、支配。"
"操作","cau2-zok2","按程序運轉機器或軍事技術活動。"
"體操","te1-cau1","體力的操練。"
"垂暮","sui2-bho2","傍晚，口語說“日卜暗”（rit1-bhueh1-am3）。"
"垂簾聽政","sui2-liam5-tiann2-zing3","指皇太后掌握朝政。"
"垂老","sui2-lor4","已近老年。"
"垂死","sui2-si4","接近死亡。"
"垂詢","sui2-sun5","上輩對下輩的事情表示關切加以詢問。"
"下垂","ha3-sui5","向下沈重。"
"垂直線","sui2-dit3-suann3","跟平面成直角形的直線。"
"垂頭喪氣","sui2-to5-song4-ki3","喻失望的神情。"
"垂青","sui2-cing1","表示重視。"
"永垂不朽","ing1-sui5-but1-hiu4","永遠留存下來不會失滅。"
"垂落土腳","sue2-lorh3-to2-ka1","下垂到地面。"
"垂瀾","sue2-nua2","垂涎（口水）。"
"頷垂","am3-sue5","小孩脖子下胸前的圍兜兒。"
"秋毫","ciu2-hor5","喻極微小的事物。"
"秋季","ciu2-gui3","一年四季當中的第三季，陰曆七、八、九三個月。"
"秋風秋雨","ciu2-hong1-ciu2-u4","喻悲情。"
"秋分","ciu2-hun1","24節氣之一，陽曆九月二十二、二十三或二十四日，此日南北半球晝夜一樣長。"
"秋涼","ciu2-liang5","秋天涼爽。"
"千秋萬世","cen2-ciu1-bhan3-se3","喻永遠也。"
"秋收","ciu2-siu1","秋季收穫農作物。"
"秋波","ciu2-por1","比喻美女的眼睛。"
"秋水","ciu2-sui4","喻眼睛（多指女的），“望穿秋水”（bhong3-cuan1-ciu2-sui4）形容盼望非常急切。"
"多事之秋","dor2-su2-zi2-ciu1","事故多的時期。"
"宜人","ghi2-rin5","適合人意，“景色宜人”（ging1-sik2-ghi2-rin5）。"
"不宜…","but1-ghi5","不應當…。"
"適宜","sik1-ghi5","合適。"
"事宜","su3-ghi5","事情、事項。"
"外套","ghua3-tor3","在平常服裝外面所加的禦寒長衣服。"
"套仔","tor1-a4","套子。"
"套語","tor4-ghu4","“客套話”（keh1-tor4-ue2）。"
"套間","tor4-ging1","相連的屋子中的一間，沒直通外面的門。"
"套人來騙我","tor4-lang2-lai2-len3-ghua0","勾結別人來欺騙我。"
"套房","tor4-bang5","有浴廁的寢室。"
"套話","tor4-ue2","用計引出對方的話使其受騙。"
"手套","ciu1-tor3","套在手上保護手的套子，“手囊”（ciu1-long5）。"
"一套設備","zit3-tor4-set1-bi2",
"筆墨","bit1-bhik1","筆跟墨又音（bit1-bhak1）。"
"筆架","bit1-ge3","擱筆用具。"
"筆法","bit1-huat2","寫字的技巧。"
"筆記","bit1-gi3","隨筆記錄的文字。"
"筆名","bit1-mia5","寫作所用的化名。"
"筆算","bit1-sng3","用筆計算（有別於心算、珠算）。"
"筆談","bit1-dam5","用筆對談。"
"筆筒","bit1-dang5","擱筆的筒形用具。"
"鉛筆","en2-bit2","用石墨做筆芯的筆。"
"筆調","bit1-diau2","運筆的格調。"
"筆迹","bit1-zik2","字迹的特有形象。"
"筆尖","bit1-ziam1","筆的尖端。"
"筆者","bit1-zia4","作者自稱。"
"筆戰","bit1-zen3","用文章進行論爭。"
"毛筆","mo2-bit2","毛質筆尖的筆。"
"筆劃","bit1-ueh2","“字劃”（ri3-ueh2）。"
"一筆土地","zit3-bit1-to1-de2",
"督撫","dok1-bhu4","中國明清時代的最高地方官。"
"督學","dok1-hak1","監督學校行政的人員。"
"總督","zong1-dok2","殖民地的最高統治者，清國最高地方官。"
"督軍","dok1-gun1","民初中國一省的最高軍事長官。"
"督勵","dok1-le2","督促勉勵。"
"督察","dok1-cat2","監督察看。"
"督促","dok1-ciok2","監督和催促。"
"監督","gam4-dok2","監視督促。"
"振興","zin1-hing1","又音（zin1-hin1）大力發展使興盛。"
"振幅","zin1-hok1","波幅。"
"振奮","zin1-hun3","振作奮發。"
"振作","zin1-zok2","提起精神。"
"架空","ga4-kong1","喻沒基礎、虛構。"
"架設","ga4-set2","建構、支搭。"
"架勢","ga4-se3","姿態、態勢。"
"招架不住","ziau2-ga3-but1-zu2","抵擋不了。"
"筆架","bit1-ge3","擱筆插筆的架兒。"
"葡萄架","pu2-dor2-ge3",
"吵架","ca1-ge3","互罵，爭鬧。"
"架互平","ge1-ho3-(benn5/binn5)","墊之使平穩。"
"架腳","ge1-ka1","墊腳使夠高。"
"亮光","liang3-gng1","明朗的光。"
"明亮","bhing2-liang2","光亮。"
"響亮","hiang1-liang2","聲音宏大。"
"末尾","bhuat3-(bhue4/bhe4)","最後。"
"末日","bhuat3-rit1","泛指滅亡日子。"
"末流","bhuat3-liu5","衰微失去原有精神實質的學術、藝術等流派。"
"末路","bhuat3-lo2","衰亡的境地，“窮途末路”（giong2-do5-bhuat3-lo2）。"
"末年","bhuat3-ni5","最後的時期。"
"末節","bhuat3-zet2","細節。"
"末梢","bhuat3-siau1","末尾、口語說“尾溜”（(bhue1/bhe1)-liu1）。"
"週末","ziu1-bhuat1","星期六是一週的最後一天，所以叫「週末」。"
"本末","bun1-bhuat1","根本和末尾。"
"研末","ghing1-bhuah1","研磨成極碎細的狀態。"
"粉末","hun1-bhuah1","粉狀的碎末。"
"甘草末","gam2-cor1-bhuah1","甘草的碎末（粉末）。"
"憲法","hen4-huat2","保障人民權利，規定國家立國性質，基本政策、政府組織、人民權利義務等等的根本大法。"
"憲兵","hen4-bing1","軍中監督並稽查軍隊紀律的兵種。"
"憲政","hen4-zing3","實施憲法的政治。"
"憲章","hen4-ziong1","重要的章則及其文件。"
"立憲","lip3-hen3","君主國制定憲法創立議會制度。"
"慶幸","king4-hing2","為意外的好結果而高興。"
"慶賀","king4-hor2","祝賀可喜的事。"
"慶典","king4-den4","隆重的慶祝典禮。"
"慶祝","king4-ziok2","慶賀。"
"校慶","hau3-king3","學校創設日。"
"國慶","gok1-king3","國家的創立日。"
"編號","ben2-hor2","依次序排列號碼。"
"編譯","ben2-ik1","編輯和翻譯。"
"編排","ben2-bai5","編列安排。"
"編寫","ben2-sia4","整理並撰寫。"
"編造","ben2-zor2","編制報表，捏造。"
"編織","ben2-zit2","把細長的東西交叉組織起來，“編織毛衣”（bian2-zit2-mo2-i2）。"
"編審","ben2-sim4","編輯審定。"
"編撰","ben2-cuan3","編輯撰寫。"
"編纂","ben2-cuan3","編寫（詞典等大規模的資料）。"
"改編","gai1-ben1","重新編制。"
"新編","sin2-ben1","新的編輯。"
"編竹籃仔","binn2-dik1-na2-a4",
"編草蓆","binn2-cau1-ciorh1",
"牛黃","ghiu2-hong5","強心解熱藥材。"
"牛犢","ghiu2-dok2","小牛。"
"牛肉麵","ghu2-bhah1-mi2",
"牛馬","ghu2-bhe4","牛和馬。"
"牛油","ghu2-iu5","牛酪，也叫奶油，是生奶皮做的。"
"牛母","ghu2-bhor4","喻粗大的婦女。"
"牛角","ghu2-gak2","牛的犄角。"
"牛牨","ghu2-gang4","雄牛。"
"牛奶","ghu2-(ling1/ni1)","牛奶。“牛奶餅”（ghu2-ling2-biann4）圓型小餅乾。"
"牛腩","ghu2-lam5","牛肚上或近肋骨處的軟肌肉。"
"牛排","ghu2-bai5","大而厚的牛肉。"
"牛椆","ghu2-diau5","牛舍。"
"牛皮","ghu2-pue5","喻堅忍。"
"牛屎龜","ghu2-sai1-gu1","黑色有觸角的小甲蟲。"
"牛擔","ghu2-dann1","牛拖東西時脖子上套的架子，牛鞅。"
"牛痘","ghu2-dau2","痘苗“珠”（zu1），“種珠”（zing4-zu1）種牛痘。"
"鈍牛","dun3-ghu5","笨傢伙。"
"水牛","zui1-ghu5","中國南方跟印度所產，比黃牛大，額短，角粗長，力大耐勞，喜歡泡在水裡。"
"觸目驚心","ciok1-bhok1-ging2-sim1","看到的景況令人心驚眼跳。"
"觸發","ciok1-huat2","引發。"
"觸犯","ciok1-huan2","冒犯、侵犯。"
"觸角","ciok1-gak2","頭上的感覺器官。"
"觸怒","ciok1-no2","惹人發怒。"
"觸覺","ciok1-gak2","皮膚、毛髮等因接觸而產生感覺。"
"觸媒","ciok1-(mui5/mue5)","催化劑。"
"觸動","ciok1-dong2","碰撞引起反應。"
"觸電","ciok1-den2","口語說“着電”（diorh3-dian2）。動物的軀體和電流相接觸輕微的感受到震擊，嚴重的會失去知覺而死。"
"觸礁","ciok1-ziau1","船在海上碰到暗礁，喻碰到難題。"
"抵觸","di1-ciok2","矛盾。"
"接觸","ziap1-ciok2","碰到一塊兒。"
"觸惡","cik1-onn3","褻瀆。"
"觸一下","cik1-zit3-e2","吃了一驚。"
"一句話觸着人的心肝","zit3-gu4-ue2-cik1-diorh3-lang5-e0-sim2-guann1","一句話觸犯了人家的心情。"
"觸着","dak2-diorh0","“着”字讀輕聲，意為被觸角刺上了。"
"牛相觸","ghu5-sior2-dak2","牛用角相碰撞。"
"觸來觸去","dak1-lai2-dak1-ki3","喻吵架。"
"映照","ing4-zior3","照射。"
"反映意見","huan1-ing4-i4-gen3",
"映射","ing4-sia2","照射。"
"放映電影","hong4-ing4-den3-iann4",
"假映","ge1-iann3","假相。"
"映望","ng5-bhang2","指望。"
"無映","bhor2-ng3","沒指望。"
"映汝來","ng4-li1-lai5","盼望你來。"
"雷鳴","lui2-bhing5","打雷口語說“-dan-雷”（dan2-lui5）雷聲。"
"雷公","lui2-gong1","指打雷的神。"
"雷厲風行","lui2-le2-hong2-hing5","喻推行政令的嚴格與迅速。"
"地雷","de3-lui5","埋在地下的炸藥。"
"雷電","lui2-den2","雷聲和閃電。"
"雷霆","lui2-ding5","喻威力和怒氣如暴雷。"
"雷同","lui2-dong5","隨聲附和，盲從。"
"魚雷","hi2-lui5","在水中發射的炸藥。"
"雷雨","lui2-u4","打雷又下雨。"
"春雷","cun2-lui5","喻有震聾作用。"
"銷毀","siau2-hui4","燒掉。"
"銷行","siau2-hing5","賣出。"
"銷路","siau2-lo2","銷售的出路。"
"銷售","siau2-siu2","販賣貨物。"
"無銷","bhor2-siau1","賣不出去。"
"推銷","tui2-siau1","推廣銷路。"
"供銷","giong2-siau1","供應銷售。"
"注銷","zu4-siau1","撤回（取消）登記。"
"詩歌","si2-gua1","詩跟歌曲的總稱。"
"詩人","si2-rin5","寫作詩歌的文人。"
"詩經","si2-ging1","最古詩集，詩的經典。"
"詩篇","si2-len1","詩的篇章。"
"詩集","si2-zip1","彙集詩的書籍。"
"詩情畫意","si2-zing5-ua3-i3","詩和畫的意境。"
"史詩","su1-si1","敘述歷史事件的詩。"
"敘事詩","siok1-su3-si1","敘述故事的詩。"
"抒情詩","su3-zing2-si1","表達情感為主的詩篇。"
"滿座","bhuan1-zor2","座位滿了，無空位。整個在座的人。"
"座落","zor3-lok1","建築物的位置。"
"座席","zor3-sik2","即座位。"
"座談","zor3-dam5","不拘形式的談論。"
"座上客","zor3-siong3-kik2","重要客人。"
"星座","sing2-zor2","天空中星星的集團。"
"一座樓仔厝","zit3-zor3-lau2-a1-cu3","一棟樓房。"
"居民","gi2-bhin5","固定住所的人。"
"居家","gi2-ga1","住在家裡。"
"居然","gi2-len5","出乎意料，竟然。"
"居間","gi2-gan1","在雙方中間調停。"
"居士","gi2-su2","在家佛徒。"
"居留","gi2-liu5","停留居住。"
"居心","gi2-sim1","懷着某種念頭。"
"居住","gi2-zu2","住、“徛起”（kia3-ki4）。"
"安居樂業","an2-gi1-lok3-ghiap1","生活安樂、愉快工作。"
"故居","go4-gi1","以前住過的住房。“舊居”（gu3-gi1）。"
"新居","sin2-gi1","新的住房。"
"遷居","cen2-gi1","搬家。“搬厝”（buann2-cu3）。"
"抓面","riau4-bhin2","搔抓臉部。"
"抓破冊","riau4-pua4-ceh2","搔破書本。"
"抓瘴","riau4-(ziunn2/zionn2)","抓癢。"
"裂紋","let3-bhun5","裂痕。"
"分裂","hun2-let1","整體事物分開。"
"斷裂","duan3-let1","分斷、裂開。"
"決裂","guat1-let1","即破裂（感情、關係）。"
"裂開","lih1-kui0","“開”讀輕聲，“裂”讀本調，裂開狀態。"
"裂縫","lih3-pang2","破綻的縫隙。"
"裂痕","lih3-hun5","破裂的痕跡。"
"裂嘴","lih3-cui3","裂口。"
"必裂","bit1-lih1","裂開成縫隙。"
"胞衣","bau2-i1","指胎盤和胎膜，亦叫“胎衣”（tai2-i1）。"
"胞兄","bau2-hiann1","親生哥哥。"
"細胞","(se4/sue4)-bau1","構成生物體的要質，形體極小，用顯微鏡才看得見，構造複雜。"
"同胞","dong2-bau1","親兄弟，同一個國家或民族的人。"
"呼應","ho2-ing3","一呼一應，聲氣聯繫。"
"呼喊","ho2-ham4","大聲呼叫。口語為“呼喝”（ho2-huah2）。"
"呼叫","ho2-gior3","大聲叫喚。"
"呼籲","ho2-iok1","向個人或社會申述、請求支援贊同。"
"呼救","ho2-giu3","口語說“喝救（人）”（huah1-giu4〔lang5〕）。"
"呼吸","ho2-kip2","動物吸收氧氣，吐出碳氣的作用，吸入，呼出。"
"明呼","bhing2-ho1","口頭講明。"
"呼聲","ho2-siann1","呼叫的聲音。"
"高呼","gor2-ho1","大聲喊叫。"
"娘仔","niu2-a4","蠶的別稱。"
"新娘","sin2-niu5","結婚時的女性。"
"娘子","niu2-giann4","尊稱年輕或中年婦女，又文言音（niu2-zu4）。"
"娘娘","niu2-niu5","指皇后或貴妃，又稱呼女性的神“～娘娘”。"
"娘胎","niu2-tai1","母身。"
"月娘","(ghueh3/gheh3)-niu5","即月亮。"
"阿娘仔","a2-niu2-a4","暱稱年輕女性、或妻子。"
"先生娘","sen2-(senn2/sinn2)-niu5","師母。"
"頭家娘","tau2-ge2-niu5","老闆或主人（頭家）的太太。"
"俺〔安〕娘","an2-nia5","母親。"
"景物","ging1-bhut1","供觀賞的景色。"
"景仰","ging1-ghiong4","仰慕。"
"景況","ging1-hong4","光景、情況。"
"景氣","ging1-ki3","經濟繁榮。"
"景色","ging1-sik2","景致。"
"景致","ging1-di3","風景景色。"
"背景","bue3-ging4","比喻可做倚靠的人物或勢力。又背後的景況。"
"良辰美景","liong2-sin5-bhi1-ging4","好的時光與好的景致。"
"威望","ui2-bhong2","高的聲譽和名望。"
"威嚴","ui2-ghiam5","有權威嚴肅。"
"威武","ui2-bhu4","武力、權勢。"
"威儀","ui2-ghi5","使人敬畏的嚴肅容貌和莊重的舉止。"
"威脅","ui2-hiap1","用勢力逼人。"
"威力","ui2-lik1","使人害怕的強大的力量或聲勢。"
"威風","ui2-hong1","使人敬畏的聲勢或氣派。"
"威懾","ui2-liap2","使恐懼而屈服。"
"威逼","ui2-bik2","用威力逼迫。"
"權威","guan2-ui1","權勢跟威力。"
"威信","ui2-sin3","威嚴與信用。"
"聲威","siann2-ui1","名聲和威望，“聲威遠播”（siann2-ui1-uan1-bo3）。"
"虎展威","ho4-den1-ui1","老虎發怒張牙舞爪施展威風。"
"綠肥","lik3-bui5","植物的莖葉在土中發酵而成的肥料。"
"綠豆","lik3-dau2","綠色小豆，浸水後發芽便是豆芽，叫“豆菜”（dau3-cai3）。"
"綠茶","lik3-de5","焙的時間少，沒經過發酵的茶葉沏出來呈綠色。"
"綠燈","lik3-ding1","交通信號綠色燈。"
"綠洲","lik3-ziu1","沙漠中有水草的地方，英文的oasis。"
"花紅綠柳","hue2-ang5-lik3-liu4","喻顏色鮮艷多彩。"
"晶瑩","zing2-ing5","光亮而透明。"
"晶體","zing2-te4","結晶的物體。"
"結晶","get1-zing1","喻珍貴的成果“愛情的結晶”（ai4-zing5-e2-giat1-zing1）。"
"厚望","ho3-bhong2","很大的期望。"
"厚顏","ho3-ghan5","臉皮厚，無恥。"
"厚道","ho3-dor2","待人寬厚。"
"厚重","ho3-diong2","舉止端莊，口語音（gau3-dang2）渾厚，比重大。"
"忠厚","diong2-ho2","誠懇、厚道。"
"厚面皮","gau3-bhin2-pue5","厚臉皮。"
"嘴唇厚","cui4-dun5-gau2","嘴唇肥大。"
"厚雨水","gau3-ho3-zui4","雨水多。"
